order_id,side,price,quantity
1135,B,92.20,184
1136,B,103.69,576
1137,S,95.48,961
1138,B,98.52,147
1139,S,90.63,810
1140,B,103.76,551
1141,B,96.23,765
1142,B,102.53,581
1143,B,101.99,814
1144,S,108.89,445
1145,S,93.78,829
1146,B,96.57,936
1147,B,92.02,164
1148,S,95.49,973
1149,B,97.53,73
1150,S,105.92,379
1151,S,91.04,39
1152,S,92.25,571
1153,S,92.66,455
1154,B,94.18,360
1155,S,91.82,991
1156,S,94.89,63
1157,B,106.31,661
1158,S,96.80,497
1159,B,91.78,3
1160,B,103.47,495
1161,S,101.72,514
1162,S,95.19,100
1163,B,106.14,370
1164,B,104.37,32
1165,B,93.87,667
1166,S,101.36,652
1167,S,102.08,347
1168,B,90.62,226
1169,S,91.33,385
1170,B,108.00,389
1171,B,100.58,795
1172,S,107.28,157
1173,S,92.87,214
1174,S,104.06,278
1175,S,101.74,259
1176,S,93.59,572
1177,S,100.43,922
1178,B,108.20,508
1179,S,105.65,196
1180,B,106.27,556
1181,B,104.28,928
1182,S,102.85,273
1183,B,91.23,439
1184,S,103.32,725
1185,B,102.62,137
1186,S,102.81,820
1187,B,101.71,158
1188,S,99.25,215
1189,S,106.35,579
1190,S,94.10,76
1191,S,90.78,25
1192,S,103.46,380
1193,B,100.87,462
1194,S,94.33,705
1195,S,106.78,375
1196,S,101.82,383
1197,B,105.55,5
1198,B,91.70,783
1199,B,91.89,98
1200,B,97.07,558
1201,B,97.12,570
1202,S,92.98,59
1203,S,108.92,445
1204,S,101.76,439
1205,S,90.57,787
1206,S,105.89,59
1207,S,104.69,312
1208,B,91.52,707
1209,B,104.93,508
1210,S,106.99,854
1211,B,97.98,4
1212,S,108.48,347
1213,S,107.44,147
1214,S,95.84,117
1215,S,101.17,849
1216,S,105.27,297
1217,S,95.53,98
1218,B,99.51,389
1219,B,93.91,17
1220,B,103.64,477
1221,S,94.31,879
1222,B,100.92,848
1223,S,104.77,608
1224,B,103.90,793
1225,B,94.03,619
1226,B,104.80,773
1227,B,95.69,129
1228,S,90.81,976
1229,B,100.95,92
1230,B,99.46,874
1231,B,91.85,910
1232,S,108.26,184
1233,B,103.16,306
1234,S,99.28,395
1235,S,93.16,250
1236,S,95.90,553
1237,S,99.03,457
1238,S,104.85,554
1239,B,98.74,289
1240,S,108.79,125
1241,S,96.79,58
1242,S,103.83,159
1243,B,107.83,271
1244,B,104.55,168
1245,B,94.52,579
1246,S,106.94,665
1247,S,94.80,363
1248,S,105.54,853
1249,B,92.24,244
1250,S,99.65,685
1251,S,96.19,782
1252,B,109.92,336
1253,S,98.17,797
1254,S,107.50,679
1255,B,94.91,557
1256,B,92.59,741
1257,S,103.07,706
1258,B,103.43,136
1259,S,95.95,967
1260,S,91.78,745
1261,S,108.05,566
1262,S,107.45,99
1263,S,109.78,558
1264,B,106.76,819
1265,S,104.56,968
1266,S,104.94,75
1267,S,108.96,165
1268,B,106.25,595
1269,S,92.68,995
1270,B,99.08,554
1271,B,91.81,952
1272,B,106.21,576
1273,S,90.33,813
1274,B,101.05,876
1275,B,99.07,12
1276,B,102.04,669
1277,B,93.49,138
1278,S,102.78,391
1279,B,91.96,51
1280,S,100.92,462
1281,S,100.13,209
1282,S,95.50,626
1283,S,101.38,753
1284,B,101.48,805
1285,S,109.19,907
1286,B,94.19,657
1287,B,103.08,311
1288,B,93.12,987
1289,B,108.73,50
1290,B,90.64,546
1291,B,101.61,748
1292,S,93.56,104
1293,B,94.12,390
1294,S,99.19,752
1295,B,101.01,528
1296,B,93.96,931
1297,B,91.10,531
1298,B,94.96,776
1299,S,109.39,984
1300,B,93.20,619
1301,B,104.38,73
1302,B,101.55,799
1303,S,106.40,657
1304,B,108.39,647
1305,B,104.23,158
1306,B,96.48,437
1307,B,97.12,280
1308,B,91.08,624
1309,S,96.35,294
1310,B,91.19,188
1311,B,97.74,888
1312,S,90.48,434
1313,S,92.19,498
1314,B,109.27,507
1315,B,109.82,361
1316,S,104.83,63
1317,B,96.09,180
1318,S,102.07,106
1319,B,95.90,244
1320,B,96.73,791
1321,B,107.92,165
1322,S,91.29,649
1323,S,92.62,700
1324,S,104.26,278
1325,B,103.14,178
1326,B,99.36,263
1327,B,98.04,57
1328,S,95.38,109
1329,B,109.08,695
1330,S,98.79,721
1331,S,97.82,500
1332,S,100.66,555
1333,S,94.95,194
1334,S,106.28,654
1335,B,106.49,92
1336,B,100.23,19
1337,S,105.70,485
1338,S,103.58,87
1339,S,102.95,697
1340,B,95.32,219
1341,S,101.33,270
1342,B,104.23,25
1343,S,97.54,83
1344,S,99.58,750
1345,B,92.07,273
1346,S,91.65,721
1347,B,106.17,915
1348,S,102.56,812
1349,S,100.44,850
1350,B,90.08,570
1351,S,98.66,529
1352,S,100.93,842
1353,S,96.33,776
1354,B,105.33,449
1355,B,108.28,17
1356,S,100.38,95
1357,S,97.39,818
1358,S,101.88,181
1359,B,91.33,603
1360,S,104.98,814
1361,S,106.87,56
